source_level,source_subtype,source_official,source_gad_status,mimu_pcode,parent_pcode,coremap_id,candidate_coremap_ids,current_name,target_name_en,target_name_my,current_parent_id,current_parent_name,target_parent_id,target_parent_name,match_method,geometry_overlap_evidence,proposed_geometry_source,proposed_action,confidence_score,review_reason,core_geom_md5_before
ward_village_tract,ward,True,Active,MMR015021701507,MMR015021,,,,Mein Pan Ward,မိန်းပန်းရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806971:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806971,
ward_village_tract,ward,True,Active,MMR015021701508,MMR015021,,,,Nam Hlan Ward,နမ့်လျံရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806961:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806961,
ward_village_tract,ward,True,Active,MMR015021701509,MMR015021,,,,Man Mai Ward,မန်မိုင်ရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806959:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806959,
ward_village_tract,ward,True,Active,MMR015021701510,MMR015021,,,,Mong Pan (Lwe La) Ward,မိုင်းပန်း (လွယ်လ) ရပ်ကွက်,,,6432,ပန်လုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39806969:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39806969,
ward_village_tract,ward,True,Active,MMR016003701501,MMR016003,,,,Mun Ke Ward,မွန်ကဲရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817103:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817103,
ward_village_tract,ward,True,Active,MMR016003701502,MMR016003,,,,Haw Ke Ward,ဟော်ကဲရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817107:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817107,
ward_village_tract,ward,True,Active,MMR016003701503,MMR016003,,,,Haw Haik Ward,ဟော်ဟိုက်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817099:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817099,
ward_village_tract,ward,True,Active,MMR016003701504,MMR016003,,,,Zay Tan Ward,ဈေးတန်းရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817101:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817101,
ward_village_tract,ward,True,Active,MMR016003701505,MMR016003,,,,Wein Leik Ward,ဝိန်းလိတ်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817087:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817087,
ward_village_tract,ward,True,Active,MMR016003701506,MMR016003,,,,Ho Kat Ward,ဟိုကပ်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817095:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817095,
ward_village_tract,ward,True,Active,MMR016003701507,MMR016003,,,,Kyein Hin Ward,ကျိန်းဟင်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817093:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817093,
ward_village_tract,ward,True,Active,MMR016003701508,MMR016003,,,,Mauk Mai Ward,မောက်မိုင်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817097:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817097,
ward_village_tract,ward,True,Active,MMR016003701509,MMR016003,,,,Par Mai Ward,ပါမိုင်ရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817105:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817105,
ward_village_tract,ward,True,Active,MMR016003701510,MMR016003,,,,Mong Ping Ward,မိုင်းပိန်းရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817091:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817091,
ward_village_tract,ward,True,Active,MMR016003701511,MMR016003,,,,Par Nwan Ward,ပါနွမ်းရပ်ကွက်,,,6460,ဟိုတောင်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39817089:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39817089,
ward_village_tract,ward,True,Active,MMR016008702503,MMR016008,,,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,6385,မိုင်းတုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a34455035:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a34455035,
ward_village_tract,ward,True,Active,MMR016008702504,MMR016008,,,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,6385,မိုင်းတုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a35173525:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a35173525,
ward_village_tract,ward,True,Active,MMR016008702505,MMR016008,,,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,6385,မိုင်းတုံမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a34455033:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a34455033,
ward_village_tract,ward,True,Active,MMR017001701511,MMR017001,,,,No (11) Ward (Kan To Min Nei Myay),အမှတ် (၁၁) ရပ်ကွက်(ကန်တိုမင်နယ်မြေ),,,7362,ပုသိမ်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165783:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165783,
ward_village_tract,ward,True,Active,MMR017019701501,MMR017019,,,,Sar Yay Kone Ward,စာရေးကုန်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165113:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165113,
ward_village_tract,ward,True,Active,MMR017019701502,MMR017019,,,,Baw Lone Kwin Ward,ဘောလုံးကွင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165125:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165125,
ward_village_tract,ward,True,Active,MMR017019701503,MMR017019,,,,Zay Ward,ဈေးရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165109:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165109,
ward_village_tract,ward,True,Active,MMR017019701504,MMR017019,,,,Myo Lel Kyaung Ward,မြို့လယ်ကျောင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165117:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165117,
ward_village_tract,ward,True,Active,MMR017019701505,MMR017019,,,,Say Yon Ward,ဆေးရုံရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165111:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165111,
ward_village_tract,ward,True,Active,MMR017019701506,MMR017019,,,,Ah Hta Ka (1) Kyaung Ward,အထက (၁) ကျောင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165131:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165131,
ward_village_tract,ward,True,Active,MMR017019701507,MMR017019,,,,Hlay Seik Myauk Paing Ward,လှေဆိပ်မြောက်ပိုင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165121:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165121,
ward_village_tract,ward,True,Active,MMR017019701508,MMR017019,,,,Hlay Seik Taung Paing Ward,လှေဆိပ်တောင်ပိုင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165123:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165123,
ward_village_tract,ward,True,Active,MMR017019701509,MMR017019,,,,Aung Myay Thar Zi Ward,အောင်မြေသာဇီရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165129:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165129,
ward_village_tract,ward,True,Active,MMR017019701510,MMR017019,,,,Ma Har Baw Di Ward,မဟာဗောဓိရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165119:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165119,
ward_village_tract,ward,True,Active,MMR017019701511,MMR017019,,,,Ah Hta Ka (2) Kyaung Ward,အထက (၂) ကျောင်းရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165127:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165127,
ward_village_tract,ward,True,Active,MMR017019701512,MMR017019,,,,Paw Taw Mu Ward,ပေါ်တော်မူရပ်ကွက်,,,7525,မအူပင်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165115:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165115,
ward_village_tract,ward,True,Active,MMR017020701501,MMR017020,,,,Ah Shey Paing Ward,အရှေ့ပိုင်းရပ်ကွက်,,,7332,ပန်းတနော်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165463:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165463,
ward_village_tract,ward,True,Active,MMR017020701502,MMR017020,,,,Ah Lel Paing Ward,အလယ်ပိုင်းရပ်ကွက်,,,7332,ပန်းတနော်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165461:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165461,
ward_village_tract,ward,True,Active,MMR017020701503,MMR017020,,,,Ah Nauk Paing Ward,အနောက်ပိုင်းရပ်ကွက်,,,7332,ပန်းတနော်မြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165459:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165459,
ward_village_tract,ward,True,Active,MMR017021701501,MMR017021,,,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165443:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165443,
ward_village_tract,ward,True,Active,MMR017021701502,MMR017021,,,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165433:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165433,
ward_village_tract,ward,True,Active,MMR017021701503,MMR017021,,,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165431:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165431,
ward_village_tract,ward,True,Active,MMR017021701504,MMR017021,,,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165429:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165429,
ward_village_tract,ward,True,Active,MMR017021701505,MMR017021,,,,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165427:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165427,
ward_village_tract,ward,True,Active,MMR017021701506,MMR017021,,,,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165425:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165425,
ward_village_tract,ward,True,Active,MMR017021701507,MMR017021,,,,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165437:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165437,
ward_village_tract,ward,True,Active,MMR017021701508,MMR017021,,,,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165435:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165435,
ward_village_tract,ward,True,Active,MMR017021701509,MMR017021,,,,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165441:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165441,
ward_village_tract,ward,True,Active,MMR017021701510,MMR017021,,,,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,7524,ညောင်တုန်းမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39165439:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39165439,
ward_village_tract,ward,True,Active,MMR018004701502,MMR018004,,,,Shwe In Gyin Ward,ရွှေအင်ကြင်းရပ်ကွက်,,,6032,ဒက္ခိဏသီရိမြို့နယ်,osm_pcode_exact_polygon,exact_pcode_osm_polygon;a39122099:MultiPolygon,osm_odbl,create_missing,100,No CoreMap match; exact MIMU PCode exists on OSM polygon a39122099,
