group_key,township_en,township_mm,township_is_town_label,resolved_township_public_id,resolved_township_core_id,township_resolve_note,locality_type,locality_en,locality_mm,normalized_name_en,normalized_name_mm,postal_row_count,postal_codes,coremap_candidate_count,coremap_candidate_public_ids,mimu_hit_count,mimu_source_pcodes,audit_decision,audit_note,name_evidence
kenglat|ward|၃|3,Kenglat Town,ကျိုင်းလပ် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1764003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၁|1,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0672001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၂|2,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0672002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၃|3,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0672003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၄|4,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0672004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၅|5,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0672005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၆|6,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,6,၆,1,0672006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kengtawng|ward|၇|7,Kengtawng Town,ကျိုင်းတောင်း မြို့,true,,,unresolved,ward,No (7) Quarter,အမှတ် (၇) ရပ်ကွက်,7,၇,1,0672007,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaungseik|ward|အစံကျော်|ahsankyaw,Kha Maung Seik Town,ခမောင်းဆိပ် မြို့,true,,,unresolved,ward,Ah San Kyaw Quarter,အစံကျော် ရပ်ကွက်,ahsankyaw,အစံကျော်,1,0761002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaungseik|ward|အရှေ့ပိုင်း|ahsheypaing,Kha Maung Seik Town,ခမောင်းဆိပ် မြို့,true,,,unresolved,ward,Ah Shey Paing Quarter,အရှေ့ပိုင်း ရပ်ကွက်,ahsheypaing,အရှေ့ပိုင်း,1,0761001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaungseik|ward|မင်းခမောင်း|minkhamaung,Kha Maung Seik Town,ခမောင်းဆိပ် မြို့,true,,,unresolved,ward,Min Kha Maung Quarter,မင်းခမောင်း ရပ်ကွက်,minkhamaung,မင်းခမောင်း,1,0761005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaungseik|ward|တိုင်းဘင်္ဂါ|taingbingar,Kha Maung Seik Town,ခမောင်းဆိပ် မြို့,true,,,unresolved,ward,Taing Bin Gar Quarter,တိုင်းဘင်္ဂါ ရပ်ကွက်,taingbingar,တိုင်းဘင်္ဂါ,1,0761004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaungseik|ward|ရဲဘောက်ကျာ|yebaukkyar,Kha Maung Seik Town,ခမောင်းဆိပ် မြို့,true,,,unresolved,ward,Ye Bauk Kyar Quarter,ရဲဘောက်ကျာ ရပ်ကွက်,yebaukkyar,ရဲဘောက်ကျာ,1,0761003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khaikam|ward|၁|1,Khaikam Town,ခိုင်ကမ်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0364001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khaikam|ward|၂|2,Khaikam Town,ခိုင်ကမ်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0364002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khaikam|ward|၃|3,Khaikam Town,ခိုင်ကမ်း မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0364003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khaikam|ward|၄|4,Khaikam Town,ခိုင်ကမ်း မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0364004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaukgyi|ward|၁|1,Khamaukgyi Town,ခမောက်ကြီး မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1467001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaukgyi|ward|၂|2,Khamaukgyi Town,ခမောက်ကြီး မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1467002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khamaukgyi|ward|၄|4,Khamaukgyi Town,ခမောက်ကြီး မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1467003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khampat|ward|၁|1,Khampat Town,ခါမ်းပါတ် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0267001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khampat|ward|၂|2,Khampat Town,ခါမ်းပါတ် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0267002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khampat|ward|၃|3,Khampat Town,ခါမ်းပါတ် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0267003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khampat|ward|၄|4,Khampat Town,ခါမ်းပါတ် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0267004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khampat|ward|၅|5,Khampat Town,ခါမ်းပါတ် မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0267005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khawzar|ward|၁|1,Khawzar Town,ခေါဇာ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ်(၁) ရပ်ကွက်,1,၁,1,1266001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
khawzar|ward|၂|2,Khawzar Town,ခေါဇာ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ်(၂) ရပ်ကွက်,2,၂,1,1266002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၁|1,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0671001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၂|2,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0671002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၃|3,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0671003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၄|4,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0671004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၅|5,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0671005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kholam|ward|၆|6,Kho Lam Town,ခိုလမ် မြို့,true,,,unresolved,ward,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,6,၆,1,0671006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kume|ward|၁|1,Ku Me Town,ကူမဲ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0562001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kume|ward|၂|2,Ku Me Town,ကူမဲ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0562002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kume|ward|၃|3,Ku Me Town,ကူမဲ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0562003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kume|ward|၄|4,Ku Me Town,ကူမဲ မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0562004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kume|ward|၅|5,Ku Me Town,ကူမဲ မြို့,true,,,unresolved,ward,No (5) Ward Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0562005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၁|1,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1370001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၂|2,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1370002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၃|3,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1370003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၄|4,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1370004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၅|5,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,1370005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaikdon|ward|၆|6,Kyaikdon Town,ကျိုက်ဒုံ မြို့,true,,,unresolved,ward,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,6,၆,1,1370006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukmyaung|ward|၁|1,Kyauk Myaung Town,​ကျောက်မြောင်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0271001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukmyaung|ward|၂|2,Kyauk Myaung Town,​ကျောက်မြောင်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0271002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukmyaung|ward|၃|3,Kyauk Myaung Town,​ကျောက်မြောင်း မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0271003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukmyaung|ward|၄|4,Kyauk Myaung Town,​ကျောက်မြောင်း မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0271004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukhtu|ward|ဂုံဘို|gonbo,Kyaukhtu Town,ကျောက်ထု မြို့,true,,,unresolved,ward,Gon Bo Quarter,ဂုံဘို ရပ်ကွက်,gonbo,ဂုံဘို,1,0466001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukhtu|ward|မ|myoma,Kyaukhtu Town,ကျောက်ထု မြို့,true,,,unresolved,ward,Myo Ma Quarter,မြို့မ ရပ်ကွက်,myoma,မ,1,0466002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaukhtu|ward|နတ်ရဲ|natye,Kyaukhtu Town,ကျောက်ထု မြို့,true,,,unresolved,ward,Nat Ye Quarter,နတ်ရဲ ရပ်ကွက်,natye,နတ်ရဲ,1,0466003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|ဒုံအုံး|donong,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Don Ong Quarter,ဒုံအုံး ရပ်ကွက်,donong,ဒုံအုံး,1,0662002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|ထီလုံ|htilong,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Hti Long Quarter,ထီလုံ ရပ်ကွက်,htilong,ထီလုံ,1,0662004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|ကောင်ဝိန်း|kawngwein,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Kawng Wein Quarter,ကောင်ဝိန်း ရပ်ကွက်,kawngwein,ကောင်ဝိန်း,1,0662006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|လင်းနား|linnar,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Lin Nar Quarter,လင်းနား ရပ်ကွက်,linnar,လင်းနား,1,0662005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|နောင်လုံ|nawnglong,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Nawng Long Quarter,နောင်လုံ ရပ်ကွက်,nawnglong,နောင်လုံ,1,0662003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyauktalonegyi|ward|တပုရွေး|tapuyway,Kyauktalonegyi Town,ကျောက်တလုံးကြီး မြို့,true,,,unresolved,ward,Ta Pu Yway Quarter,တပုရွေး ရပ်ကွက်,tapuyway,တပုရွေး,1,0662001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaw|ward|၁|1,Kyaw Town,ကျော မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0465001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaw|ward|၂|2,Kyaw Town,ကျော မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0465002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyaw|ward|၃|3,Kyaw Town,ကျော မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0465003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyeintali|ward|၁|1,Kyeintali Town,ကျိန္တလီ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0770001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyeintali|ward|၂|2,Kyeintali Town,ကျိန္တလီ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0770002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyeintali|ward|၃|3,Kyeintali Town,ကျိန္တလီ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0770003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyindway|ward|ဟုတ်ပုံကျင်း|hokeponkyin,Kyin Dway Town,ကျင်ဒွေး မြို့,true,,,unresolved,ward,Hoke Pon Kyin Quarter,ဟုတ်ပုံကျင်း ရပ်ကွက်,hokeponkyin,ဟုတ်ပုံကျင်း,1,0369002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyindway|ward|ဖုံးတွီကျင်း|hponetwikyin,Kyin Dway Town,ကျင်ဒွေး မြို့,true,,,unresolved,ward,Hpone Twi Kyin Quarter,ဖုံးတွီကျင်း ရပ်ကွက်,hponetwikyin,ဖုံးတွီကျင်း,1,0369003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyindway|ward|ထန်းကုန်း|htankone,Kyin Dway Town,ကျင်ဒွေး မြို့,true,,,unresolved,ward,Htan Kone Quarter,ထန်းကုန်း ရပ်ကွက်,htankone,ထန်းကုန်း,1,0369004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyindway|ward|ကျင်ဒွေး|kyindway,Kyin Dway Town,ကျင်ဒွေး မြို့,true,,,unresolved,ward,Kyin Dway Quarter,ကျင်ဒွေး ရပ်ကွက်,kyindway,ကျင်ဒွေး,1,0369001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyondoe|ward|၁|1,Kyondoe Town,ကျုံဒိုး မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1368001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyondoe|ward|၂|2,Kyondoe Town,ကျုံဒိုး မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1368002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyondoe|ward|၃|3,Kyondoe Town,ကျုံဒိုး မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1368003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyondoe|ward|၄|4,Kyondoe Town,ကျုံဒိုး မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1368004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyonmangae|ward|မြစိမ်း|myasein,Kyonmangae Town,ကျုံမငေး မြို့,true,,,unresolved,ward,Mya Sein Quarter,မြစိမ်း ရပ်ကွက်,myasein,မြစိမ်း,1,1077001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyonmangae|ward|နဒီအောင်မြေ|nadiaungmyay,Kyonmangae Town,ကျုံမငေး မြို့,true,,,unresolved,ward,Nadi Aung Myay Quarter,နဒီအောင်မြေ ရပ်ကွက်,nadiaungmyay,နဒီအောင်မြေ,1,1077005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyonmangae|ward|နထ္ထိပ်|nathteik,Kyonmangae Town,ကျုံမငေး မြို့,true,,,unresolved,ward,Nat Hteik Quarter,နထ္ထိပ် ရပ်ကွက်,nathteik,နထ္ထိပ်,1,1077003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyonmangae|ward|ပုလဲအောင်မြေ|paleaungmyay,Kyonmangae Town,ကျုံမငေး မြို့,true,,,unresolved,ward,Pale Aung Myay Quarter,ပုလဲအောင်မြေ ရပ်ကွက်,paleaungmyay,ပုလဲအောင်မြေ,1,1077004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kyonmangae|ward|သီရိဟေမာ|thirihaymar,Kyonmangae Town,ကျုံမငေး မြို့,true,,,unresolved,ward,Thi Ri Hay Mar Quarter,သီရိဟေမာ ရပ်ကွက်,thirihaymar,သီရိဟေမာ,1,1077002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kywepwe|ward|၁|1,Kywe Pwe Town,ကျွဲပွဲ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0872001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kywepwe|ward|၂|2,Kywe Pwe Town,ကျွဲပွဲ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0872002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kywepwe|ward|၃|3,Kywe Pwe Town,ကျွဲပွဲ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0872003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kywepwe|ward|၄|4,Kywe Pwe Town,ကျွဲပွဲ မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0872004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
kywepwe|ward|၅|5,Kywe Pwe Town,ကျွဲပွဲ မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0872005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
labutta3mile|ward|၁|1,Labutta (3) Mile Town,လပွတ္တာ (၃) မိုင် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1074001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
labutta3mile|ward|၂|2,Labutta (3) Mile Town,လပွတ္တာ (၃) မိုင် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1074002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
labutta3mile|ward|၃|3,Labutta (3) Mile Town,လပွတ္တာ (၃) မိုင် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1074003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
labutta3mile|ward|၄|4,Labutta (3) Mile Town,လပွတ္တာ (၃) မိုင် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1074004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
lalengpi|ward|၁|1,Lalengpi Town,လိုင်လင်းပီ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0367001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
lalengpi|ward|၂|2,Lalengpi Town,လိုင်လင်းပီ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0367002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
lamaing|ward|၁|1,Lamaing Town,လမိုင်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ်(၁) ရပ်ကွက်,1,၁,1,1265001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
lamaing|ward|၂|2,Lamaing Town,လမိုင်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ်(၂) ရပ်ကွက်,2,၂,1,1265002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
